name,code,city,地区,省份,纬度,经度
永安南,YQS,三明,三明,福建省,25.937732,117.389488
全州南,QNZ,桂林,桂林,广西壮族自治区,25.952723,111.042113
关岭,GLE,安顺,安顺,贵州省,25.964385,105.528808
于都,YDG,于都,于都,江西省,25.975227,115.417116
永安,YAS,三明,三明,福建省,25.975233,117.378546
榕江,RVW,凯里,凯里,贵州省,25.987803,108.555391
柏果,BGM,六盘水,六盘水,贵州省,26.001401,104.503714
赣县北,GIG,赣州,赣州,江西省,26.006055,115.155409
双牌,SBZ,永州,永州,湖南省,26.019588,111.660419
松河,SBM,六盘水,六盘水,贵州省,26.031656,104.622947
永仁,ARM,楚雄,楚雄,云南省,26.0489,101.710362
福州南,FYS,福州,福州,福建省,26.074286,119.296411
三都县,KKW,都匀,都匀,贵州省,26.077492,107.816655
雨格,VTM,六盘水,六盘水,贵州省,26.099027,104.66755
福州,FZS,福州,福州,福建省,26.113972,119.320571
牙屯堡,YTZ,怀化,怀化,湖南省,26.130135,109.622712
三家寨,SMM,六盘水,六盘水,贵州省,26.155783,104.726964
都匀东,KJW,都匀,都匀,贵州省,26.166802,107.585415
尤溪,YXS,三明,三明,福建省,26.167378,118.142681
三元西,SRS,三明,三明,福建省,26.173496,117.385213
连江,LKS,福州,福州,福建省,26.194316,119.56712
安顺西,ASE,安顺,安顺,贵州省,26.198189,105.875914
黄桶北,HBE,安顺,安顺,贵州省,26.205121,105.691363
宣威,XWM,曲靖,曲靖,云南省,26.208249,104.119719
茅草坪,KPM,六盘水,六盘水,贵州省,26.211676,104.718271
闽清,MQS,福州,福州,福建省,26.212966,118.907532
清流,QLS,三明,三明,福建省,26.214145,116.814878
零陵,UWZ,永州,永州,湖南省,26.222834,111.582513
六枝,LIW,六盘水,六盘水,贵州省,26.226187,105.464635
六枝南,LOE,六盘水,六盘水,贵州省,26.227467,105.438749
三明,SVS,三明,三明,福建省,26.228233,117.590044
安顺,ASW,安顺,安顺,贵州省,26.229733,105.944151
都匀,RYW,都匀,都匀,贵州省,26.23218,107.514944
明溪,MOS,三明,三明,福建省,26.238217,117.215101
三元区,SMS,三明,三明,福建省,26.240403,117.606454
宁化,NHS,三明,三明,福建省,26.245922,116.726914
于都北,YYG,于都,于都,江西省,26.256595,115.592664
花棚子,HZM,攀枝花,攀枝花,四川省,26.257968,101.913334
营街,YAM,六盘水,六盘水,贵州省,26.260663,104.737076
普定,PGW,安顺,安顺,贵州省,26.282956,105.712427
闽清北,MBS,福州,福州,福建省,26.286935,118.877065
石城东,SDG,赣州,赣州,江西省,26.297694,116.349709
发耳,FEM,六盘水,六盘水,贵州省,26.311653,104.805123
兴国西,XIG,赣州,赣州,江西省,26.312236,115.278652
长箐,CQE,六盘水,六盘水,贵州省,26.314007,105.273971
通道,TRQ,怀化,怀化,湖南省,26.316037,109.632319
兴国,EUG,赣州,赣州,江西省,26.329614,115.318684
贵定县,KIW,都匀,都匀,贵州省,26.351596,107.191085
都格,DMM,六盘水,六盘水,贵州省,26.365205,104.754311
拉鲊,LEM,攀枝花,攀枝花,四川省,26.371667,101.928898
三明北,SHS,三明,三明,福建省,26.375574,117.806777
东安东,DCZ,永州,永州,湖南省,26.37845,111.337867
平坝南,PBE,安顺,安顺,贵州省,26.38334,106.257094
沙县,SAS,沙县,沙县,福建省,26.389459,117.777077
花溪大学城,HDE,贵阳,贵阳,贵州省,26.392981,106.626681
花溪南,HNE,贵阳,贵阳,贵州省,26.398394,106.680175
宁都,NIG,赣州,赣州,江西省,26.399968,115.975168
党武,DWE,贵阳,贵阳,贵州省,26.403784,106.608294
耒阳,LYQ,衡阳,衡阳,湖南省,26.404122,112.822354
耒阳西,LPQ,衡阳,衡阳,湖南省,26.41446,112.789024
孟关,MGE,贵阳,贵阳,贵州省,26.418008,106.739221
天河潭,TTE,贵阳,贵阳,贵州省,26.422189,106.570987
芦官,LAE,贵阳,贵阳,贵州省,26.423975,106.493037
冷坝,LBE,六盘水,六盘水,贵州省,26.425951,105.173498
白鸡坡,BBM,六盘水,六盘水,贵州省,26.426565,104.748713
古田,GTS,宁德,宁德,福建省,26.428901,118.623049
湖潮东,HCE,贵阳,贵阳,贵州省,26.431282,106.513722
永州,AOQ,永州,永州,湖南省,26.454074,111.571592
罗源,LVS,福州,福州,福建省,26.455522,119.576635
迤资,YQM,攀枝花,攀枝花,四川省,26.456805,101.868122
古田北,GBS,宁德,宁德,福建省,26.462258,118.665669
水茜,SSS,三明,三明,福建省,26.465235,116.742801
贵安,GAE,贵阳,贵阳,贵州省,26.465689,106.485572
龙里北,KFW,都匀,都匀,贵州省,26.467792,106.967115
攀枝花南,PNE,攀枝花,攀枝花,四川省,26.468523,101.748956
玉舍,AUM,六盘水,六盘水,贵州省,26.470004,104.812883
双龙南,SNE,贵阳,贵阳,贵州省,26.481167,106.788753
炎陵,YAG,株洲,株洲,湖南省,26.499805,113.784078
凯里南,QKW,凯里,凯里,贵州省,26.514446,107.888072
花溪西,HUE,贵阳,贵阳,贵州省,26.521292,106.517886
六盘水东,LDE,六盘水,六盘水,贵州省,26.522857,104.964147
万安县,WAG,吉安,吉安,江西省,26.523954,114.841048
攀枝花,PRW,攀枝花,攀枝花,四川省,26.543674,101.850876
龙洞堡,FVW,贵阳,贵阳,贵州省,26.544919,106.799181
金华镇,JZE,贵阳,贵阳,贵州省,26.554649,106.552112
鹤庆,HQM,大理,大理,云南省,26.55571,100.216432
贵阳,GIW,贵阳,贵阳,贵州省,26.55657,106.702433
靖州,JEQ,怀化,怀化,湖南省,26.566901,109.688231
延平西,YWS,南平,南平,福建省,26.567326,118.113137
贵定,GTW,都匀,都匀,贵州省,26.581469,107.227735
延平,YPS,南平,南平,福建省,26.590353,118.272901
六盘水,UMW,六盘水,六盘水,贵州省,26.590928,104.85266
贵定北,FMW,都匀,都匀,贵州省,26.5934,107.232358
凯里,KLW,凯里,凯里,贵州省,26.60277,107.975951
金阳南,JNE,贵阳,贵阳,贵州省,26.603156,106.585612
祁阳,QWQ,永州,永州,湖南省,26.607866,111.832208
福泉,VMW,都匀,都匀,贵州省,26.624206,107.53693
来舟,LZS,来舟,来舟,福建省,26.625328,117.986173
延平东,ADS,南平,南平,福建省,26.625745,118.214615
贵阳北,KQW,贵阳,贵阳,贵州省,26.62935,106.675691
金阳,JYE,贵阳,贵阳,贵州省,26.647651,106.588288
盐边,YBE,攀枝花,攀枝花,四川省,26.652751,101.853621
织金,IZW,毕节,毕节,贵州省,26.653929,105.761396
葡萄菁,PTW,六盘水,六盘水,贵州省,26.6560132,104.7226614
贵阳东,KEW,贵阳,贵阳,贵州省,26.664717,106.744611
宁德,NES,宁德,宁德,福建省,26.668639,119.583293
洛湾三江,KRW,贵阳,贵阳,贵州省,26.682216,106.827009
将乐,JLS,三明,三明,福建省,26.695496,117.479571
白云西,BXE,贵阳,贵阳,贵州省,26.70026,106.612846
祁阳北,QVQ,永州,永州,湖南省,26.700409,111.82391
白云北,BVE,贵阳,贵阳,贵州省,26.702912,106.662552
龙市,LAG,吉安,吉安,江西省,26.719373,113.968298
织金北,ZJE,毕节,毕节,贵州省,26.724291,105.791699
井冈山,JGG,吉安,吉安,江西省,26.727855,114.29755
茶陵南,CNG,株洲,株洲,湖南省,26.737073,113.523886
纳雍,NYE,毕节,毕节,贵州省,26.755835,105.375178
祁东,QMQ,衡阳,衡阳,湖南省,26.760557,112.065801
安仁,ARG,郴州,郴州,湖南省,26.768515,113.257162
祁东北,QRQ,衡阳,衡阳,湖南省,26.799284,112.090319
顺昌,SCS,南平,南平,福建省,26.800006,117.816203
清镇西,QUE,贵阳,贵阳,贵州省,26.800304,106.380176
茶陵,CDG,株洲,株洲,湖南省,26.810248,113.54978
丽江,LHM,丽江,丽江,云南省,26.810521,100.252694
建宁南,JQS,建宁,建宁,福建省,26.812551,116.854602
支提山,ZIS,宁德,宁德,福建省,26.820774,119.464601
百宜,FHW,贵阳,贵阳,贵州省,26.822488,106.933104
衡南,HNG,衡阳,衡阳,湖南省,26.824619,112.950658
八步,BBE,毕节,毕节,贵州省,26.830955,105.78707
泰和,THG,吉安,吉安,江西省,26.831407,114.948984
福安,FAS,宁德,宁德,福建省,26.833812,119.717261
攸县南,YXG,株洲,株洲,湖南省,26.843386,113.341204
修文县,XWE,贵阳,贵阳,贵州省,26.850701,106.752898
草海,WBW,毕节,毕节,贵州省,26.879237,104.255273
会同,VTQ,怀化,怀化,湖南省,26.882057,109.732492
衡阳,HYQ,衡阳,衡阳,湖南省,26.889537,112.631049
南江,FIW,贵阳,贵阳,贵州省,26.894189,106.97319
衡阳东,HVQ,衡阳,衡阳,湖南省,26.896474,112.709559
屏南,PNS,宁德,宁德,福建省,26.896747,119.12795
米易东,MDE,攀枝花,攀枝花,四川省,26.905952,102.128306
霞浦,XOS,宁德,宁德,福建省,26.909369,120.032436
建宁县北,JCS,建宁,建宁,福建省,26.915691,116.8709
施秉,AQW,凯里,凯里,贵州省,26.91749,108.135599
泰宁,TNS,三明,三明,福建省,26.926804,117.153328
周宁,ZNS,宁德,宁德,福建省,26.935371,119.379938
三穗,QHW,凯里,凯里,贵州省,26.964908,108.651755
黔西,QXE,毕节,毕节,贵州省,26.985279,106.046921
西渡,XDA,衡阳,衡阳,湖南省,27.002463,112.428248
攸县,YOG,株洲,株洲,湖南省,27.011598,113.354536
法启,FQE,毕节,毕节,贵州省,27.01898,105.573796
建瓯,JVS,南平,南平,福建省,27.023456,118.294263
镇远,ZUW,凯里,凯里,贵州省,27.035134,108.410874
开阳,KVW,贵阳,贵阳,贵州省,27.041192,106.974007
建瓯西,JUS,南平,南平,福建省,27.048577,118.279852
息烽,XFW,贵阳,贵阳,贵州省,27.076468,106.747968
洞口,DKA,邵阳,邵阳,湖南省,27.094951,110.616971
大方南,DNE,毕节,毕节,贵州省,27.116985,105.568423
太姥山,TLS,宁德,宁德,福建省,27.126633,120.224065
吉安西,JIG,吉安,吉安,江西省,27.135643,114.934385
隆回,LHA,邵阳,邵阳,湖南省,27.146259,111.035061
建瓯东,JZS,南平,南平,福建省,27.163564,118.884922
杨桥,YQA,邵阳,邵阳,湖南省,27.168113,112.007986
大方,DFE,毕节,毕节,贵州省,27.207248,105.595043
邵阳西,SXA,邵阳,邵阳,湖南省,27.210348,111.245712
邵阳,SYQ,邵阳,邵阳,湖南省,27.213027,111.461394
衡山,HSQ,衡阳,衡阳,湖南省,27.218788,112.887688
玉屏,YZW,铜仁,铜仁,贵州省,27.238743,108.933917
衡山西,HEQ,衡阳,衡阳,湖南省,27.247382,112.789783
毕节,BOE,毕节,毕节,贵州省,27.262094,105.419026
邵东,FIQ,邵阳,邵阳,湖南省,27.273874,111.748105
吉水西,JSG,吉安,吉安,江西省,27.277855,115.091112
铜仁南,TNW,铜仁,铜仁,贵州省,27.278648,108.975793
福鼎,FES,宁德,宁德,福建省,27.28267,120.189231
南丰,NFG,抚州,抚州,江西省,27.28579,116.600926
政和,ZES,南平,南平,福建省,27.325647,118.851343
江边村,JBG,江边村,江边村,云南省,27.32586,100.208218
安江东,ADA,怀化,怀化,湖南省,27.339491,110.162405
新晃,XLQ,怀化,怀化,湖南省,27.348923,109.196508
邵武,SWS,南平,南平,福建省,27.350333,117.480697
建阳,JYS,南平,南平,福建省,27.354563,118.113798
新晃西,EWQ,怀化,怀化,湖南省,27.379979,109.126003
昭通,ZDW,昭通,昭通,云南省,27.385473,103.791232
德昌,DVW,西昌,西昌,四川省,27.39557,102.186766
德昌西,DXE,西昌,西昌,四川省,27.396821,102.166621
遵义南,,遵义,遵义,贵州省,27.446422,106.839529
芷江,ZPQ,怀化,怀化,湖南省,27.454273,109.660399
南平市,NOS,南平,南平,福建省,27.473006,118.093292
怀化南,KAQ,怀化,怀化,湖南省,27.512353,109.993503
朱砂古镇,ZSE,铜仁,铜仁,贵州省,27.516875,109.13865
苍南,CEH,温州,温州,浙江省,27.527901,120.412049
松溪,SIS,南平,南平,福建省,27.534602,118.827384
光泽,GZS,南平,南平,福建省,27.550338,117.351833
怀化,HHQ,怀化,怀化,湖南省,27.557977,109.967168
双峰北,NFQ,娄底,娄底,湖南省,27.558532,112.013842
小中甸,EDM,香格里拉,香格里拉,云南省,27.558684,99.814279
南城,NDG,抚州,抚州,江西省,27.563569,116.616457
邵阳北,OVQ,邵阳,邵阳,湖南省,27.573312,111.504334
以勒,YPE,昭通,昭通,云南省,27.579911,105.122191
镇雄,ZXE,昭通,昭通,云南省,27.591491,105.126408
峡江,EJG,吉安,吉安,江西省,27.599215,115.336249
溆浦南,EMQ,怀化,怀化,湖南省,27.6054,110.592565
庆元,QYU,丽水,丽水,浙江省,27.614113,118.961962
平阳,ARH,温州,温州,浙江省,27.625482,120.545104
萍乡北,PBG,萍乡,萍乡,江西省,27.641495,113.839189
萍乡,PXG,萍乡,萍乡,江西省,27.647062,113.841304
芦溪,LUG,芦溪,芦溪,江西省,27.651998,114.05291
果珠,GZE,昭通,昭通,云南省,27.654311,104.981787
新化南,EJQ,娄底,娄底,湖南省,27.656041,111.16013
冷水江东,UDQ,娄底,娄底,湖南省,27.660194,111.466722
娄底南,UOQ,娄底,娄底,湖南省,27.663335,112.013321
遵义,ZYE,遵义,遵义,贵州省,27.664302,106.94756
醴陵,LLG,株洲,株洲,湖南省,27.668824,113.512868
花土沟,,茫崖,茫崖,贵州省,27.670342,106.209328
涟源,LAQ,娄底,娄底,湖南省,27.684569,111.675901
醴陵东,UKQ,株洲,株洲,湖南省,27.714832,113.57779
资溪,ZXS,资溪,资溪,江西省,27.721289,117.078364
遵义西,ZIW,遵义,遵义,贵州省,27.721931,107.031922
新化,EHQ,娄底,娄底,湖南省,27.727523,111.303199
武夷山,WAS,南平,南平,福建省,27.729723,118.030053
新干,EGG,吉安,吉安,江西省,27.732428,115.396354
娄底,LDQ,娄底,娄底,湖南省,27.739659,112.005593
铜仁,RDQ,铜仁,铜仁,贵州省,27.740265,109.203945
新干东,XGG,吉安,吉安,江西省,27.743717,115.42735
湘乡,XXQ,湘潭,湘潭,湖南省,27.744595,112.52918
瑞安,RAH,温州,温州,浙江省,27.766806,120.581982
株洲南,KVQ,株洲,株洲,湖南省,27.768818,113.168408
崇仁,CRG,崇仁,崇仁,江西省,27.773913,116.058637
武夷山北,WBS,南平,南平,福建省,27.78006,118.043183
宜春,YEG,宜春,宜春,江西省,27.788759,114.436685
株洲西,ZAQ,株洲,株洲,湖南省,27.790887,113.069681
分宜,FYG,新余,新余,江西省,27.8051,114.663288
香格里拉,EUM,香格里拉,香格里拉,云南省,27.809916,99.689562
新余,XUG,新余,新余,江西省,27.809998,114.939891
威信,WXE,昭通,昭通,云南省,27.820656,105.058189
株洲,ZZQ,株洲,株洲,湖南省,27.835439,113.15853
麻阳西,MYA,怀化,怀化,湖南省,27.835917,109.780867
板塘,NGQ,湘潭,湘潭,湖南省,27.854764,112.95659
麻阳,MVQ,怀化,怀化,湖南省,27.855364,109.803529
西昌西,XCE,西昌,西昌,四川省,27.86814,102.161841
湘潭,XTQ,湘潭,湘潭,湖南省,27.87537,112.912985
西昌,ECW,西昌,西昌,四川省,27.877396,102.22406
辰溪,CXQ,怀化,怀化,湖南省,27.87817,110.255624
大丰,KRQ,株洲,株洲,湖南省,27.879605,113.155981
荷塘,KXQ,湘潭,湘潭,湖南省,27.880696,112.987187
韶山南,INQ,湘潭,湘潭,湖南省,27.889066,112.547264
田心东,KQQ,株洲,株洲,湖南省,27.896337,113.130254
新余北,XBG,新余,新余,江西省,27.911208,114.896706
九郎山,KJQ,株洲,株洲,湖南省,27.918367,113.077247
抚州,FZG,抚州,抚州,江西省,27.91914,116.353349
韶山,SSQ,湘潭,湘潭,湖南省,27.920437,112.529943
昭山,KWQ,湘潭,湘潭,湖南省,27.921086,113.028399
溆浦,EPQ,怀化,怀化,湖南省,27.925912,110.578094
娄山关南,LSE,遵义,遵义,贵州省,27.931298,106.928127
临川,LCG,临川,临川,江西省,27.958912,116.254335
湘潭北,EDQ,湘潭,湘潭,湖南省,27.963789,112.942374
樟树东,ZOG,宜春,宜春,江西省,27.964806,115.600413
温州,RZH,温州,温州,浙江省,27.980441,120.684991
暮云,KIQ,长沙,长沙,湖南省,27.99034,113.00599
抚州北,FBG,抚州,抚州,江西省,28.007169,116.291812
温州南,VRH,温州,温州,浙江省,28.011761,120.668961
龙泉市,LVU,丽水,丽水,浙江省,28.032481,119.132653
芙蓉南,KCQ,长沙,长沙,湖南省,28.033721,112.996604
安化,PKQ,益阳,益阳,湖南省,28.034712,111.100595
低庄,DVQ,怀化,怀化,湖南省,28.049454,110.716256
丰城南,FNG,宜春,宜春,江西省,28.068381,115.761074
温州北,URH,温州,温州,浙江省,28.070411,120.691653
先锋,NQQ,长沙,长沙,湖南省,28.073231,112.990947
松桃,MZQ,铜仁,铜仁,贵州省,28.076516,108.973267
樟树,ZSG,宜春,宜春,江西省,28.077018,115.577179
乐清,UPH,温州,温州,浙江省,28.084408,120.859158
洞井,FWQ,长沙,长沙,湖南省,28.095771,113.014355
湘府路,FVQ,长沙,长沙,湖南省,28.110574,113.027943
桐梓东,TDE,遵义,遵义,贵州省,28.114913,106.836155
青田,QVH,丽水,丽水,浙江省,28.136105,120.278152
香樟路,FNQ,长沙,长沙,湖南省,28.137843,113.029961
长沙南,CWQ,长沙,长沙,湖南省,28.147093,113.06551
树木岭,FMQ,长沙,长沙,湖南省,28.156117,113.019757
兴文南,XAE,宜宾,宜宾,四川省,28.15772,105.271633
丰城东,FIG,宜春,宜春,江西省,28.166555,115.814283
竹园,ZUM,蒙自,蒙自,江西省,28.17242,116.188368
丰城,FCG,宜春,宜春,江西省,28.182257,115.790742
长沙,CSQ,长沙,长沙,湖南省,28.193727,113.014607
乐清东,OLH,温州,温州,浙江省,28.196549,120.991616
余江,YHG,鹰潭,鹰潭,江西省,28.215416,116.818549
吉首东,JDA,吉首,吉首,湖南省,28.216658,109.726652
叙永北,XEE,泸州,泸州,四川省,28.219137,105.413523
开福寺,FLQ,长沙,长沙,湖南省,28.223169,112.980234
东乡,DXG,抚州,抚州,江西省,28.226767,116.626241
五府山,WFG,上饶,上饶,江西省,28.228079,118.045694
谷山,FFQ,长沙,长沙,湖南省,28.229805,112.907698
八方山,FGQ,长沙,长沙,湖南省,28.230401,112.934639
观沙岭,FKQ,长沙,长沙,湖南省,28.230441,112.949575
鹰潭,YTG,鹰潭,鹰潭,江西省,28.235233,117.027445
尖山,JPQ,长沙,长沙,湖南省,28.236598,112.887539
麓谷,BNQ,长沙,长沙,湖南省,28.247852,112.864394
抚州东,FDG,抚州,抚州,江西省,28.259354,116.616359
长沙西,RXQ,长沙,长沙,湖南省,28.259685,112.830029
冕宁,UGW,西昌,西昌,四川省,28.285552,102.19453
宁乡,NXQ,长沙,长沙,湖南省,28.289094,112.580623
贵溪,GXG,鹰潭,鹰潭,江西省,28.289996,117.214223
宁乡西,NXA,长沙,长沙,湖南省,28.295449,112.535809
鹰潭北,YKG,鹰潭,鹰潭,江西省,28.305226,117.03947
喜德,EDW,西昌,西昌,四川省,28.309828,102.39928
楠溪江,NJU,温州,温州,浙江省,28.318965,120.783324
吉首,JIQ,吉首,吉首,湖南省,28.324642,109.735414
兴文,XNE,宜宾,宜宾,四川省,28.334842,105.247713
进贤南,JXG,南昌,南昌,江西省,28.337777,116.234449
雁荡山,YGH,温州,温州,浙江省,28.341531,121.151734
喜德西,XXE,西昌,西昌,四川省,28.353291,102.277188
进贤,JUG,南昌,南昌,江西省,28.354081,116.246163
桐梓北,TBE,遵义,遵义,贵州省,28.385517,106.830964
弋阳,YIG,上饶,上饶,江西省,28.411524,117.446122
横峰,HFG,上饶,上饶,江西省,28.413312,117.601312
丽水,USH,丽水,丽水,浙江省,28.441943,119.953061
向塘,XTG,南昌,南昌,江西省,28.442396,115.961993
秀山,ETW,秀山,秀山,重庆市,28.445212,109.015996
松阳,SUU,丽水,丽水,浙江省,28.446671,119.423562
高安,GCG,宜春,宜春,江西省,28.470797,115.385882
温岭,VHH,台州,台州,浙江省,28.479562,121.325421
上饶,SRG,上饶,上饶,江西省,28.490464,118.006797
南昌南,HOG,南昌,南昌,江西省,28.499902,115.949343
普雄,POW,西昌,西昌,四川省,28.51467,102.650085
益阳南,YAA,益阳,益阳,湖南省,28.514688,112.327282
益阳,AEQ,益阳,益阳,湖南省,28.538067,112.342261
长宁,CNE,宜宾,宜宾,四川省,28.595847,104.928852
水富,OTW,昭通,昭通,云南省,28.606818,104.417168
南昌东,NUG,南昌,南昌,江西省,28.613654,116.020724
古丈西,GXA,吉首,吉首,湖南省,28.620238,109.937052
南昌西,NXG,南昌,南昌,江西省,28.624157,115.792595
越西,YIE,西昌,西昌,四川省,28.630139,102.523633
遂昌,SCU,丽水,丽水,浙江省,28.641923,119.328194
玉山南,YGG,上饶,上饶,江西省,28.64786,118.292798
台州,TEU,台州,台州,浙江省,28.652536,121.372595
玉山,YNG,上饶,上饶,江西省,28.659859,118.235986
缙云,JYH,丽水,丽水,浙江省,28.660212,120.095686
南昌,NCG,南昌,南昌,江西省,28.6619,115.919725
缙云西,PYH,丽水,丽水,浙江省,28.677315,120.055735
进贤北,JHG,南昌,南昌,江西省,28.678114,116.359602
台州西,TZH,台州,台州,浙江省,28.686064,121.289586
猛洞河,MUQ,吉首,吉首,湖南省,28.687047,109.982604
万年,WWG,景德镇,景德镇,江西省,28.6884685,117.0748814
宜宾西,YXE,宜宾,宜宾,四川省,28.724028,104.606893
宜宾,YKE,宜宾,宜宾,四川省,28.727434,104.633051
磁西,CRP,邯郸,邯郸,江西省,28.7336651,115.7950005
乃托,,西昌,西昌,四川省,28.737856,102.603271
汨罗东,MQQ,岳阳,岳阳,湖南省,28.745834,113.144516
头门港,TMU,台州,台州,浙江省,28.75115,121.661595
翠屏,YBW,宜宾,宜宾,四川省,28.752053,104.60118
赶水东,GDE,綦江,綦江,重庆市,28.762243,106.707102
余干,YFG,上饶,上饶,江西省,28.768958,116.648971
芙蓉镇,FRA,吉首,吉首,湖南省,28.770009,109.987114
汉寿南,VSQ,常德,常德,湖南省,28.770086,111.947378
江山,JUH,衢州,衢州,浙江省,28.772657,118.64426
杜桥,DQU,台州,台州,浙江省,28.77676,121.468017
宜宾东,EDE,宜宾,宜宾,四川省,28.798809,104.744258
壶镇,HUU,丽水,丽水,浙江省,28.803127,120.250679
酉阳,AFW,酉阳,酉阳,重庆市,28.807143,108.961734
临海南,LHU,台州,台州,浙江省,28.807651,121.1333
汨罗,MLQ,岳阳,岳阳,湖南省,28.814057,113.075621
仙居南,XNU,台州,台州,浙江省,28.819886,120.7522
仙居,XJU,台州,台州,浙江省,28.821822,120.644032
汉寿,HHA,常德,常德,湖南省,28.84224,111.944879
龙游南,LYU,衢州,衢州,浙江省,28.844276,119.156863
屏山,PSE,宜宾,宜宾,四川省,28.849023,104.360529
永康南,QUH,金华,金华,浙江省,28.850946,120.024127
南溪,NEE,宜宾,宜宾,四川省,28.878315,104.955365
临海,UFH,台州,台州,浙江省,28.880702,121.245202
桃源,TYA,常德,常德,湖南省,28.903748,111.399241
武义,RYH,金华,金华,浙江省,28.908078,119.83097
磐安南,PNU,金华,金华,浙江省,28.908558,120.344436
常山,CSU,衢州,衢州,浙江省,28.922868,118.560641
衢州,QEH,衢州,衢州,浙江省,28.92349,118.881604
泸州,LUE,泸州,泸州,四川省,28.9272,105.422157
甘洛南,GNE,西昌,西昌,四川省,28.928368,102.790676
德兴,DWG,上饶,上饶,江西省,28.958052,117.860194
乐平市,LPG,景德镇,景德镇,江西省,28.966283,117.114379
南溪北,NOE,宜宾,宜宾,四川省,28.969522,104.885876
甘洛,,西昌,西昌,四川省,28.979398,102.763296
鄱阳,POG,上饶,上饶,江西省,28.980708,116.79986
武义北,WDH,金华,金华,浙江省,28.982471,119.849363
磐安,PAU,金华,金华,浙江省,28.991213,120.431841
开化,KHU,衢州,衢州,浙江省,28.991901,118.363285
龙游,LMH,衢州,衢州,浙江省,29.003111,119.165396
泥溪,NIE,宜宾,宜宾,四川省,29.006012,104.274898
永修,ACG,九江,九江,江西省,29.019543,115.816395
綦江东,QDE,綦江,綦江,重庆市,29.02287,106.662509
牛车河,NHA,常德,常德,湖南省,29.031328,111.0002
小湾东,XNM,南涧,南涧,重庆市,29.031444,108.400199
朗县,LIO,朗县,朗县,西藏自治区,29.044708,93.036314
三门县,OQH,台州,台州,浙江省,29.055103,121.362838
泸州东,UDE,泸州,泸州,四川省,29.058424,105.639226
常德,VGQ,常德,常德,湖南省,29.073411,111.6955
张家界,DIQ,张家界,张家界,湖南省,29.104577,110.486394
金华,JBH,金华,金华,浙江省,29.110764,119.635857
金华南,RNH,金华,金华,浙江省,29.11454,119.738679
德兴东,DDG,上饶,上饶,江西省,29.116547,117.957036
加查,JIO,加查,加查,西藏自治区,29.139972,92.568706
天台山,TIU,台州,台州,浙江省,29.141,120.97785
岳阳南,RWQ,岳阳,岳阳,湖南省,29.145702,113.125073
乐平北,LKG,景德镇,景德镇,江西省,29.157596,117.044444
泸县,LXE,泸州,泸州,四川省,29.16322,105.324263
张家界西,JXA,张家界,张家界,湖南省,29.168713,110.463668
沿滩,YTE,自贡,自贡,四川省,29.181285,104.93133
金口河南,JHE,乐山,乐山,四川省,29.187205,103.012142
富顺,FSE,自贡,自贡,四川省,29.208631,105.038183
峨边南,ENE,乐山,乐山,四川省,29.209413,103.262962
兰溪,LWH,金华,金华,浙江省,29.213605,119.47967
横店,HJU,金华,金华,浙江省,29.214859,120.264562
日喀则,RKO,日喀则,日喀则,西藏自治区,29.220966,88.91482
米林,MIO,米林,米林,西藏自治区,29.228361,94.212643
汉源,WHW,雅安,雅安,四川省,29.232695,102.905741
婺源,WYG,上饶,上饶,江西省,29.23928,117.877037
共青城,GAG,九江,九江,江西省,29.242932,115.774971
山南,SAO,山南,山南,西藏自治区,29.246879,91.756985
桑日,SRO,桑日,桑日,西藏自治区,29.255098,92.025226
峨边,,乐山,乐山,四川省,29.257805,103.277462
扎囊,ZNO,扎囊,扎囊,西藏自治区,29.260455,91.340731
珞璜东,LHE,重庆,重庆,重庆市,29.269501,106.499579
永川南,YNE,重庆,重庆,重庆市,29.276106,105.963986
景德镇,JCG,景德镇,景德镇,江西省,29.285658,117.222378
贡嘎,GGO,贡嘎,贡嘎,西藏自治区,29.287407,91.040949
珞璜南,LNE,江津,江津,重庆市,29.299379,106.44176
德安,DAG,九江,九江,江西省,29.308997,115.766721
仁布,RUO,日喀则,日喀则,西藏自治区,29.310356,89.814583
东阳北,DIU,金华,金华,浙江省,29.314277,120.279866
岗嘎,GAO,岗嘎,岗嘎,西藏自治区,29.320737,94.33779
武隆,WLW,武隆,武隆,重庆市,29.326569,107.774685
尼木,NMO,拉萨,拉萨,西藏自治区,29.327775,90.284074
宁海,NHH,宁波,宁波,浙江省,29.33631,121.420354
鄱阳北,PYG,上饶,九江,江西省,29.3364813,116.8894665
景德镇北,JDG,景德镇,景德镇,江西省,29.339669,117.242517
江津北,JAE,重庆,重庆,重庆市,29.344215,106.258928
犍为,JWE,乐山,乐山,四川省,29.346234,103.960053
曲水县,QSO,拉萨,拉萨,西藏自治区,29.350344,90.697773
自贡,ZGE,自贡,自贡,四川省,29.35443,104.880579
桑植,SZA,张家界,张家界,湖南省,29.355776,110.0967
自贡北,ZGW,自贡,自贡,四川省,29.355893,104.791412
隆昌,LCW,内江,内江,四川省,29.356031,105.280755
南彭,NAE,重庆,重庆,重庆市,29.360093,106.601312
彭水,PHW,彭水,彭水,重庆市,29.360546,108.235662
岳阳东,YIQ,岳阳,岳阳,湖南省,29.366234,113.207352
永川东,WMW,永川,永川,重庆市,29.37105,105.951658
岳阳,YYQ,岳阳,岳阳,湖南省,29.37656,113.119807
